kappa,alpha,gap
0.0,0.61,0.61675
0.0,0.61,0.20932
0.0,0.61,0.1707
0.0,0.61,0.58713
0.0,0.61,0.73062
0.0,0.61,0.81802
0.0,0.61,0.139
0.0,0.61,0.34259
0.0,0.61,0.73479
0.0,0.61,1.4236
0.0,0.61,2.13128
0.0,0.61,0.16343
0.0,0.61,0.59591
0.0,0.61,0.72338
0.0,0.61,0.29986
0.0,0.61,1.00069
0.0,0.61,0.28053
0.0,0.61,1.50307
0.0,0.61,0.14052
0.0,0.61,0.53495
0.0,0.61,0.02502
0.0,0.61,0.61747
0.0,0.61,0.02911
0.0,0.61,1.43934
0.0,0.61,0.26021
0.0,0.61,0.4524
0.0,0.61,0.98453
0.0,0.61,0.09147
0.0,0.61,0.21434
0.0,0.61,0.02692
0.0,0.61,0.49362
0.0,0.61,0.22583
0.0,0.61,0.97061
0.0,0.61,0.61877
0.0,0.61,0.35807
0.0,0.61,1.26859
0.0,0.61,0.39987
0.0,0.61,0.29148
0.0,0.61,0.17123
0.0,0.61,0.03384
0.0,0.61,0.83725
0.0,0.61,0.1221
0.0,0.61,0.68228
0.0,0.61,0.80295
0.0,0.61,0.18506
0.0,0.61,0.2089
0.0,0.61,0.57568
0.0,0.61,1.7829
0.0,0.61,0.28822
0.0,0.61,1.16252
0.0,0.61,0.47393
0.0,0.61,0.53628
0.0,0.61,0.31663
0.0,0.61,0.23743
0.0,0.61,0.30623
0.0,0.61,0.51157
0.0,0.61,1.07211
0.0,0.61,0.85005
0.0,0.61,1.83883
0.0,0.61,0.30189
0.0,0.61,0.30698
0.0,0.61,0.89983
0.0,0.61,0.22611
0.0,0.61,0.53464
0.0,0.61,0.98871
0.0,0.61,0.781
0.0,0.61,0.79463
0.0,0.61,1.79613
0.0,0.61,0.47618
0.0,0.61,0.86729
0.0,0.61,0.37178
0.0,0.61,0.518
0.0,0.61,0.24484
0.0,0.61,1.18561
0.0,0.61,0.72265
0.0,0.61,0.11541
0.0,0.61,0.19582
0.0,0.61,1.40945
0.0,0.61,0.15408
0.0,0.61,0.11282
0.0,0.61,0.75968
0.0,0.61,0.48029
0.0,0.61,1.04566
0.0,0.61,0.33733
0.0,0.61,0.6817
0.0,0.61,0.708
0.0,0.61,1.44362
0.0,0.61,1.07027
0.0,0.61,0.38698
0.0,0.61,0.15742
0.0,0.61,0.90524
0.0,0.61,0.06363
0.0,0.61,0.18492
0.0,0.61,0.25529
0.0,0.61,0.60157
0.0,0.61,0.46506
0.0,0.61,1.13948
0.0,0.61,1.3726
0.0,0.61,1.198
0.0,0.61,0.21716
0.0,0.61,0.53725
0.0,0.61,0.76965
0.0,0.61,0.23173
0.0,0.61,0.34948
0.0,0.61,1.39466
0.0,0.61,0.3099
0.0,0.61,1.62342
0.0,0.61,0.9979
0.0,0.61,0.51757
0.0,0.61,0.85064
0.0,0.61,0.412
0.0,0.61,0.65348
0.0,0.61,0.38172
0.0,0.61,0.02639
0.0,0.61,0.26766
0.0,0.61,1.57827
0.0,0.61,1.65295
0.0,0.61,1.11436
0.0,0.61,0.00342
0.0,0.61,0.03011
0.0,0.61,0.43324
0.0,0.61,0.23904
0.0,0.61,1.19815
0.0,0.61,1.03249
0.0,0.61,0.00351
0.0,0.61,0.0467
0.0,0.61,0.02633
0.0,0.61,0.21099
0.0,0.61,1.53836
0.0,0.61,0.14607
0.0,0.61,0.42235
0.0,0.61,0.09354
0.0,0.61,1.45325
0.0,0.61,0.36807
0.0,0.61,0.22726
0.0,0.61,0.25894
0.0,0.61,0.46494
0.0,0.61,2.38229
0.0,0.61,0.39914
0.0,0.61,1.01648
0.0,0.61,0.87731
0.0,0.61,1.58945
0.0,0.61,1.11533
0.0,0.61,0.92101
0.0,0.61,1.09283
0.0,0.61,0.87482
0.0,0.61,1.16849
0.0,0.61,0.09981
0.0,0.61,0.07013
0.0,0.61,0.23541
0.0,0.61,0.70227
0.0,0.61,0.5042
0.0,0.61,1.01954
0.0,0.61,0.18183
0.0,0.61,1.08388
0.0,0.61,0.35089
0.0,0.61,0.56226
0.0,0.61,0.13672
0.0,0.61,0.56774
0.0,0.61,0.49622
0.0,0.61,0.1587
0.0,0.61,1.1337
0.0,0.61,0.24302
0.0,0.61,1.01736
0.0,0.61,0.87883
0.0,0.61,0.3335
0.0,0.61,0.20559
0.0,0.61,0.06909
0.0,0.61,0.276
0.0,0.61,0.38417
0.0,0.61,0.99299
0.0,0.61,0.5045
0.0,0.61,0.61265
0.0,0.61,0.0162
0.0,0.61,0.96473
0.0,0.61,1.01909
0.0,0.61,0.27528
0.0,0.61,0.4361
0.0,0.61,0.47787
0.0,0.61,0.59951
0.0,0.61,0.78426
0.0,0.61,0.2373
0.0,0.61,0.73298
0.0,0.61,0.19461
0.0,0.61,0.79367
0.0,0.61,0.23691
0.0,0.61,1.49509
0.0,0.61,0.3432
0.0,0.61,0.17082
0.0,0.61,2.33173
0.0,0.61,1.02465
0.0,0.61,0.56554
0.0,0.61,0.77008
0.0,0.61,1.1479
0.0,0.61,1.79252
0.0,0.61,0.59958
0.0,0.61,0.8038
0.0,0.61,0.20512
0.0,0.61,0.84308
0.0,0.61,2.00881
0.0,0.61,0.08645
0.0,0.61,0.43325
0.0,0.61,0.337
0.0,0.61,1.12113
0.0,0.61,0.27294
0.0,0.61,0.25154
0.0,0.61,0.01739
0.0,0.61,2.57519
0.0,0.61,0.4176
0.0,0.61,0.48075
0.0,0.61,0.89658
0.0,0.61,1.29457
0.0,0.61,0.45611
0.0,0.61,0.99661
0.0,0.61,0.14778
0.0,0.61,0.73176
0.0,0.61,0.35159
0.0,0.61,1.53751
0.0,0.61,0.57471
0.0,0.61,0.40682
0.0,0.61,0.03081
0.0,0.61,0.38918
0.0,0.61,0.23479
0.0,0.61,0.88961
0.0,0.61,1.20371
0.0,0.61,0.95742
0.0,0.61,0.69147
0.0,0.61,0.51793
0.0,0.61,1.0111
0.0,0.61,0.47286
0.0,0.61,0.5483
0.0,0.61,2.19085
0.0,0.61,0.1512
0.0,0.61,0.24031
0.0,0.61,0.54422
0.0,0.61,0.41278
0.0,0.61,1.70049
0.0,0.61,1.24266
0.0,0.61,1.41402
0.0,0.61,0.29815
0.0,0.61,0.44592
0.0,0.61,0.50678
0.0,0.61,0.56052
0.0,0.61,0.25457
0.0,0.61,3.23349
0.0,0.61,0.39351
0.0,0.61,0.55307
0.0,0.61,1.89971
0.0,0.61,0.5681
0.0,0.61,1.29241
0.0,0.61,0.14978
0.0,0.61,1.12701
0.0,0.61,1.92691
0.0,0.61,0.26294
0.0,0.61,0.84313
0.0,0.61,1.16321
0.0,0.61,1.54208
0.0,0.61,0.61522
0.0,0.61,0.631
0.0,0.61,0.98077
0.0,0.61,1.14522
0.0,0.61,1.43217
0.0,0.61,0.99224
0.0,0.61,0.96563
0.0,0.61,0.35208
0.0,0.61,0.46659
0.0,0.61,0.21119
0.0,0.61,0.6266
0.0,0.61,1.0607
0.0,0.61,0.12755
0.0,0.61,0.2151
0.0,0.61,0.18706
0.0,0.61,0.06037
0.0,0.61,0.59349
0.0,0.61,0.71191
0.0,0.61,1.01268
0.0,0.61,0.12096
0.0,0.61,0.09026
0.0,0.61,1.59597
0.0,0.61,0.2685
0.0,0.61,0.79975
0.0,0.61,1.21606
0.0,0.61,0.20554
0.0,0.61,1.58234
0.0,0.61,0.12898
0.0,0.61,0.14493
0.0,0.61,0.4704
0.0,0.61,0.521
0.0,0.61,0.44849
0.0,0.61,0.78878
0.0,0.61,1.67193
0.0,0.61,0.80546
0.0,0.61,0.88161
0.0,0.61,1.82008
0.0,0.61,0.23891
0.0,0.61,0.41085
0.0,0.61,0.17057
0.0,0.61,0.43656
0.0,0.61,0.25456
0.0,0.61,1.99413
0.0,0.61,0.97367
0.0,0.61,0.62226
0.0,0.61,0.6024
0.0,0.61,0.1682
0.0,0.61,0.5371
0.0,0.61,0.93936
0.0,0.61,0.217
0.0,0.61,0.55221
0.0,0.61,0.47949
0.0,0.61,1.11209
0.0,0.61,0.20785
0.0,0.61,1.18753
0.0,0.61,0.23576
0.0,0.61,0.1114
0.0,0.61,0.1401
0.0,0.61,0.11488
0.0,0.61,0.19461
0.0,0.61,0.06302
0.0,0.61,1.61506
0.0,0.61,1.04453
0.0,0.61,0.11518
0.0,0.61,0.24953
0.0,0.61,0.64067
0.0,0.61,0.77378
0.0,0.61,0.95208
0.0,0.61,0.16155
0.0,0.61,2.59983
0.0,0.61,0.72772
0.0,0.61,0.48452
0.0,0.61,1.63227
0.0,0.61,0.62783
0.0,0.61,0.50312
0.0,0.61,0.21561
0.0,0.61,0.84387
0.0,0.61,0.5597
0.0,0.61,0.84712
0.0,0.61,0.42739
0.0,0.61,0.2959
0.0,0.61,0.35055
0.0,0.61,0.41118
0.0,0.61,1.3802
0.0,0.61,0.04964
0.0,0.61,0.69438
0.0,0.61,0.30236
0.0,0.61,0.3938
0.0,0.61,0.06768
0.0,0.61,0.38793
0.0,0.61,1.87375
0.0,0.61,0.35374
0.0,0.61,1.38674
0.0,0.61,0.23217
0.0,0.61,0.41113
0.0,0.61,1.13421
0.0,0.61,0.1973
0.0,0.61,0.83002
0.0,0.61,0.50525
0.0,0.61,0.45649
0.0,0.61,1.11049
0.0,0.61,0.86827
0.0,0.61,0.58931
0.0,0.61,0.08281
0.0,0.61,0.08245
0.0,0.61,0.96571
0.0,0.61,0.90053
0.0,0.61,0.33048
0.0,0.61,1.19577
0.0,0.61,0.94236
0.0,0.61,0.22172
0.0,0.61,1.82846
0.0,0.61,1.18356
0.0,0.61,0.13368
0.0,0.61,1.85183
0.0,0.61,0.01268
0.0,0.61,0.09817
0.0,0.61,1.15684
0.0,0.61,0.81105
0.0,0.61,1.41219
0.0,0.61,0.4438
0.0,0.61,1.30283
0.0,0.61,0.84559
0.0,0.61,1.39229
0.0,0.61,0.86049
0.0,0.61,0.01035
0.0,0.61,0.2309
0.0,0.61,0.31032
0.0,0.61,0.86935
0.0,0.61,0.80775
0.0,0.61,0.49865
0.0,0.61,0.99826
0.0,0.61,0.22014
0.0,0.61,0.1428
0.0,0.61,0.40203
0.0,0.61,0.84677
0.0,0.61,0.37081
0.0,0.61,0.53815
0.0,0.61,0.35389
0.0,0.61,0.17233
0.0,0.61,0.82046
0.0,0.61,0.16042
0.0,0.61,0.17343
0.0,0.61,1.48537
0.0,0.61,1.07861
0.0,0.61,1.59915
0.0,0.61,1.00812
0.0,0.61,0.47086
0.0,0.61,0.37034
0.0,0.61,1.06438
0.0,0.61,1.18729
0.0,0.61,0.52277
0.0,0.61,0.07664
0.0,0.61,2.61155
0.0,0.61,0.47796
0.0,0.61,1.04711
0.0,0.61,0.00077
0.0,0.61,0.46435
0.0,0.61,0.95315
0.0,0.61,0.67569
0.0,0.61,0.19079
0.0,0.61,0.86995
0.0,0.61,0.27227
0.0,0.61,2.46526
0.0,0.61,1.44537
0.0,0.61,0.42924
0.0,0.61,0.98667
0.0,0.61,0.70623
0.0,0.61,1.32587
0.0,0.61,0.55105
0.0,0.61,0.06352
0.0,0.61,1.2062
0.0,0.61,0.0383
0.0,0.61,1.39377
0.0,0.61,1.63772
0.0,0.61,0.12218
0.0,0.61,0.07572
0.0,0.61,0.51055
0.0,0.61,1.67699
0.0,0.61,1.42923
0.0,0.61,1.42043
0.0,0.61,0.48317
0.0,0.61,0.68231
0.0,0.61,0.51364
0.0,0.61,1.22796
0.0,0.61,1.4893
0.0,0.61,0.83297
0.0,0.61,0.08911
0.0,0.61,0.10336
0.0,0.61,0.32592
0.0,0.61,0.57171
0.0,0.61,0.4621
0.0,0.61,0.81745
0.0,0.61,0.36755
0.0,0.61,1.17786
0.0,0.61,0.21915
0.0,0.61,1.08913
0.0,0.61,0.81514
0.0,0.61,0.64033
0.0,0.61,0.2153
0.0,0.61,0.29349
0.0,0.61,0.15983
0.0,0.61,2.01322
0.0,0.61,0.38618
0.0,0.61,0.81347
0.0,0.61,0.26081
0.0,0.61,0.04047
0.0,0.61,1.02814
0.0,0.61,0.89137
0.0,0.61,1.80586
0.0,0.61,0.02096
0.0,0.61,0.28512
0.0,0.61,1.00731
0.0,0.61,0.0349
0.0,0.61,0.45516
0.0,0.61,0.15827
0.0,0.61,1.45886
0.0,0.61,1.45316
0.0,0.61,0.11479
0.0,0.61,1.70017
0.0,0.61,0.80783
0.0,0.61,0.06984
0.0,0.61,0.7332
0.0,0.61,0.86086
0.0,0.61,0.12925
0.0,0.61,0.968
0.0,0.61,0.27702
0.0,0.61,0.16751
0.0,0.61,0.2432
0.0,0.61,0.10125
0.0,0.61,0.38019
0.0,0.61,0.04871
0.0,0.61,1.05152
0.0,0.61,0.19614
0.0,0.61,0.2014
0.0,0.61,0.11198
0.0,0.61,0.93202
0.0,0.61,0.09226
0.0,0.61,2.13194
0.0,0.61,0.6522
0.0,0.61,0.3852
0.0,0.61,0.29965
0.0,0.61,0.49665
0.0,0.61,1.29041
0.0,0.61,0.1797
0.0,0.61,0.62855
0.0,0.61,0.34798
0.0,0.61,0.19752
0.0,0.61,0.88572
0.0,0.61,0.01146
0.0,0.61,0.03068
0.0,0.61,1.89614
0.0,0.61,0.8185
0.0,0.61,0.87018
0.0,0.61,0.14376
0.0,0.61,0.25097
0.0,0.61,1.64071
0.0,0.61,0.7114
0.0,0.61,0.76665
0.0,0.61,0.44447
0.0,0.61,0.14898
0.0,0.61,0.7653
0.0,0.61,1.09592
0.0,0.61,0.62869
0.0,0.61,1.15449
0.0,0.61,1.30346
0.0,0.61,1.6311
0.0,0.61,1.5852
0.0,0.61,0.3647
0.0,0.61,0.94186
0.0,0.61,0.40498
0.0,0.61,0.12613
0.0,0.61,1.69738
0.0,0.61,0.03343
0.0,0.61,1.59066
0.0,0.61,0.32169
0.0,0.61,0.65768
0.0,0.61,1.43167
0.0,0.61,0.1807
0.0,0.61,0.63523
0.0,0.61,0.46732
0.0,0.61,1.06303
0.0,0.61,0.22461
0.0,0.61,0.30293
0.0,0.61,1.34878
0.0,0.61,0.12655
0.0,0.61,0.84155
0.0,0.61,0.07384
0.0,0.61,0.07816
0.0,0.61,0.4662
0.0,0.61,0.29494
0.0,0.61,0.37911
0.0,0.61,0.14931
0.0,0.61,0.79214
0.0,0.61,0.32631
0.0,0.61,0.12535
0.0,0.61,0.05748
0.0,0.61,0.55632
0.0,0.61,0.60819
0.0,0.61,0.09168
0.0,0.61,0.38089
0.0,0.61,1.72568
0.0,0.61,1.56794
0.0,0.61,0.83727
0.0,0.61,0.79023
0.0,0.61,0.70268
0.0,0.61,1.57008
0.0,0.61,0.37994
0.0,0.61,0.41925
0.0,0.61,0.3421
0.0,0.61,0.50436
0.0,0.61,0.72003
0.0,0.61,0.20985
0.0,0.61,1.28362
0.0,0.61,0.9585
0.0,0.61,0.91059
0.0,0.61,1.37557
0.0,0.61,0.49137
0.0,0.61,1.37089
0.0,0.61,0.63672
0.0,0.61,0.24523
0.0,0.61,0.94224
0.0,0.61,1.57172
0.0,0.61,0.31888
0.0,0.61,0.08389
0.0,0.61,0.2612
0.0,0.61,0.24487
0.0,0.61,1.4841
0.0,0.61,1.59959
0.0,0.61,0.14756
0.0,0.61,0.48026
0.0,0.61,0.2973
0.0,0.61,0.35336
0.0,0.61,0.64897
0.0,0.61,0.01981
0.0,0.61,0.26048
0.0,0.61,0.08028
0.0,0.61,0.28721
0.0,0.61,0.27373
0.0,0.61,0.36894
0.0,0.61,0.4114
0.0,0.61,0.34419
0.0,0.61,0.2761
0.0,0.61,0.03879
0.0,0.61,0.23196
0.0,0.61,0.30318
0.0,0.61,0.80289
0.0,0.61,0.17658
0.0,0.61,0.57276
0.0,0.61,0.05285
0.0,0.61,0.71652
0.0,0.61,0.60736
0.0,0.61,0.30106
0.0,0.61,1.90572
0.0,0.61,0.68387
0.0,0.61,0.36313
0.0,0.61,0.28279
0.0,0.61,0.72614
0.0,0.61,1.64671
0.0,0.61,0.10203
0.0,0.61,0.09241
0.0,0.61,0.91819
0.0,0.61,0.18918
0.0,0.61,0.23348
0.0,0.61,1.06881
0.0,0.61,0.35722
0.0,0.61,1.04038
0.0,0.61,0.22343
0.0,0.61,0.28022
0.0,0.61,0.85603
0.0,0.61,0.8483
0.0,0.61,1.4951
0.0,0.61,0.42842
0.0,0.61,1.71275
0.0,0.61,0.92032
0.0,0.61,0.6434
0.0,0.61,1.48552
0.0,0.61,0.12782
0.0,0.61,0.4492
0.0,0.61,0.06691
0.0,0.61,1.10492
0.0,0.61,0.12749
0.0,0.61,0.44827
0.0,0.61,0.40824
0.0,0.61,0.38222
0.0,0.61,2.04374
0.0,0.61,0.3127
0.0,0.61,0.95675
0.0,0.61,1.3388
0.0,0.61,1.29738
0.0,0.61,0.33614
0.0,0.61,0.62617
0.0,0.61,0.8329
0.0,0.61,1.40467
0.0,0.61,0.75953
0.0,0.61,0.75285
0.0,0.61,0.48507
0.0,0.61,0.66327
0.0,0.61,0.48542
0.0,0.61,0.04686
0.0,0.61,0.42107
0.0,0.61,0.29811
0.0,0.61,0.67648
0.0,0.61,0.05889
0.0,0.61,0.31274
0.0,0.61,2.1646
0.0,0.61,0.74162
0.0,0.61,0.075
0.0,0.61,0.43741
0.0,0.61,0.3295
0.0,0.61,0.71607
0.0,0.61,0.67439
0.0,0.61,1.08315
0.0,0.61,0.00194
0.0,0.61,0.07407
0.0,0.61,0.03828
0.0,0.61,1.83409
0.0,0.61,0.01907
0.0,0.61,0.05674
0.0,0.61,0.31891
0.0,0.61,1.49691
0.0,0.61,0.59639
0.0,0.61,0.62526
0.0,0.61,0.191
0.0,0.61,0.40619
0.0,0.61,1.27834
0.0,0.61,0.5225
0.0,0.61,0.90407
0.0,0.61,0.31841
0.0,0.61,0.59815
0.0,0.61,0.43096
0.0,0.61,2.06311
0.0,0.61,0.47643
0.0,0.61,0.86822
0.0,0.61,0.20423
0.0,0.61,0.70543
0.0,0.61,0.62269
0.0,0.61,1.14833
0.0,0.61,0.07865
0.0,0.61,1.47018
0.0,0.61,0.02322
0.0,0.61,0.31706
0.0,0.61,1.32713
0.0,0.61,0.01578
0.0,0.61,0.66944
0.0,0.61,0.56969
0.0,0.61,0.08456
0.0,0.61,1.36885
0.0,0.61,0.01498
0.0,0.61,1.04161
0.0,0.61,1.06796
0.0,0.61,1.30029
0.0,0.61,0.90642
0.0,0.61,0.28674
0.0,0.61,0.20254
0.0,0.61,0.55358
0.0,0.61,0.05507
0.0,0.61,0.24581
0.0,0.61,0.8045
0.0,0.61,0.00901
0.0,0.61,2.11326
0.0,0.61,0.83193
0.0,0.61,2.85693
0.0,0.61,0.12276
0.0,0.61,0.26624
0.0,0.61,0.16908
0.0,0.61,0.15715
0.0,0.61,0.0452
0.0,0.61,0.04919
0.0,0.61,1.41065
0.0,0.61,0.81002
0.0,0.61,0.61964
0.0,0.61,1.71861
0.0,0.61,0.4372
0.0,0.61,0.96831
0.0,0.61,0.36594
0.0,0.61,0.93514
0.0,0.61,1.9129
0.0,0.61,0.15141
0.0,0.61,0.55876
0.0,0.61,0.08067
0.0,0.67,1.33387
0.0,0.67,0.80073
0.0,0.67,1.46837
0.0,0.67,0.95815
0.0,0.67,1.05032
0.0,0.67,0.47235
0.0,0.67,1.13895
0.0,0.67,0.65155
0.0,0.67,0.11354
0.0,0.67,0.48443
0.0,0.67,0.61402
0.0,0.67,0.40222
0.0,0.67,0.72291
0.0,0.67,0.11806
0.0,0.67,1.81449
0.0,0.67,0.41433
0.0,0.67,0.40104
0.0,0.67,1.10138
0.0,0.67,0.2525
0.0,0.67,0.19275
0.0,0.67,1.07897
0.0,0.67,1.49399
0.0,0.67,0.30733
0.0,0.67,0.07593
0.0,0.67,0.36277
0.0,0.67,1.02871
0.0,0.67,0.13539
0.0,0.67,1.8293
0.0,0.67,0.90783
0.0,0.67,1.49568
0.0,0.67,0.10138
0.0,0.67,1.21309
0.0,0.67,0.67846
0.0,0.67,0.49663
0.0,0.67,1.7872
0.0,0.67,0.96899
